kode_klasifikasi;jenis_klasifikasi;jenis_arsip;waktu_aktif_num;waktu_aktif_ket;waktu_inaktif_num;waktu_inaktif_ket;nasib_akhir;nasib_akhir_ket
KI 09.05;Substantif;Pertukaran Data;;;;;;
KI 09.06;Substantif;Mediasi KIK;;;;;;
KI 09.07;Substantif;Keberatan;;;;;;
KI 09.08;Substantif;Mengubah Data KIK;;;;;;
KI 09.09;Substantif;Menghapus Data KIK;;;;;;
KI 09.10;Substantif;Pendokumentasian/Pengarsipan KIK;;;;;;
HA 01.01;Substantif;"Telaahan/Analisis Dugaan Pelanggaran HAM : Naskah-naskah dinas yang berkaitan dengan ringkasan singkat dugaan pelanggaran HAM dengan memuat data dan informasi, dasar hukum dan peraturan perundang-undangan terkait analisis, serta kesimpulan ada atau tidaknya dugaan
pelanggaran HAM
";2;;3;;"Musnah

";"kecuali
Berskala
Nasional, 
Permanen"
HA 01.02;Substantif;"Klarifikasi/Koordinasi/Konsultasi:Naskah-naskah dinas yang berkaitan dengan permohonan klarifikasi, koordinasi dan konsultasi untuk meminta/ mencari data dan informasi tentang dugaan pelanggara HAM serta upaya yang telah dan akan dilaksanakan oleh instansi terkait  untuk  menyelesaikan  dugaan  pelanggaran  HAM
dimaksud
";2;;3;;Musnah;
HA 01.03;Substantif;"Informasi/Pemberitahuan/Ucapan Terima Kasih : Naskah dinas yang berkaitan dengan informasi/ pemberitahuan atas tindak lanjut klarifikasi/koordinasi/ konsultasi kepada pengadu serta ucapan terima kasih kepada instansi terkait yang telah menindaklanjuti saran dan
rekomendasi dari Direktorat Jenderal Hak Asasi Manusia
 ";2;;3;;Musnah;
HA 01.04;Substantif;"Rekomendasi : Naskah-naskah dinas yang berkaitan dengan kesimpulan dan upaya penyelesaian atas hasil pemeriksaan pelanggaran HAM yang disampaikan kepada Pihak Terkait yang wajib dilaksanakan dan ditindaklanjuti dalam rangka penyelesaian
pelanggaran HAM
";2;;3;;Musnah;"kecuali
Berskala
Nasional, 
Permanen"
HA 01.05;Substantif;"HAM Aktual/Penanganan  Pemulihan Korban Dugaan Pelanggaran Hak Asasi Manusia Yang Berat  Secara
Nonyudisial
Naskah-naskah dinas yang berkaitan dengan dugaan pelanggaran HAM yang mendapat perhatian nasional dan internasional
- Telaahan/Analisis dugaan pelanggaran HAM Aktual/Penanganan Pemulihan Korban Dugaan Pelanggaran Hak Asasi Manusia Yang Berat Secara Nonyudisial
- Klarifikasi/Koordinasi/Konsultasi/FGD HAM Aktual/ Penanganan Pemulihan Korban Dugaan Pelanggaran Hak Asasi Manusia Yang Berat Secara Nonyudisial :
- Informasi/Pemberitahuan/Ucapan Terima Kasih terkait HAM Aktual/Penanganan Pemulihan Korban Dugaan Pelanggaran Hak Asasi Manusia Yang Berat Secara Nonyudisial
- Rekomendasi HAM Aktual/Penanganan Pemulihan Korban Dugaan Pelanggaran Hak Asasi Manusia Yang Berat Secara Nonyudisial
- Pemantauan,  Evaluasi  dan  Pelaporan  HAM  Aktual
/Penanganan Pemulihan Korban Dugaan Pelanggaran Hak Asasi Manusia Yang Berat Secara Nonyudisial
";2;;3;;Musnah;
HA 01.06;Substantif;"Pemantauan, Evaluasi dan Pelaporan Yankomas : Naskah-naskah dinas yang berkaitan dengan pemantauan,
evaluasi dan pelaporan Yankomas
";2;;3;;Musnah;
HA 02;Substantif;"Kerja Sama Hak Asasi Manusia : Naskah-naskah yang berkaitan Kerja Sama Hak Asasi Manusia dari keseluruhan proses penyiapan perumusan dan pelaksanaan kebijakan, pemberian bimbingan teknis dan supervisi, serta pelaksanaan pemantauan, evaluasi, dan pelaporan di bidang kerja sama hak asasi manusia dengan
mitra dalam negeri dan luar negeri
";;;;;;
HA 02.01;Substantif;"Kerja Sama Dalam Negeri Dan Rencana Aksi Nasional
Hak Asasi Manusia
";;;;;;
HA 02.01.01;Substantif;"Kerja sama HAM Antar Instansi Pemerintah (Kementerian/Lembaga, Pemerintah Daerah Provinsi dan Kabupaten/Kota)
- Pejajakan
- Fasilitasi
- Tim
- Dialog/FGD, konsultasi
- Rapat Koordinasi
- Seminar
- Perjanjian Kerja Sama
";2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.01.02;Substantif;"Kerja sama HAM dengan Mitra Pemerintah :
- Pejajakan
- Fasilitasi
- Tim
- Dialog /FGD, konsultasi
- Rapat Koordinasi
- Seminar
- Kesepakatan Bersama
- Perjanjian Kerja Sama
";2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.01.03;Substantif;"Kerja sama HAM dengan dengan Lembaga Swadaya Masyarakat/LSM dan Korporasi: 
- Pejajakan
- Fasilitasi
- Tim
- Dialog /FGD, konsultasi
- Rapat Koordinasi
- Seminar
- Kesepakatan Bersama
- Perjanjian Kerja Sama

";2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.01.04;Substantif;"Kerja Sama HAM dengan Lembaga Pedidikan
- Pejajakan
- Fasilitasi
- Tim
- Dialog /FGD, konsultasi
- Lokakarya
- Seminar
- Perjanjian Kerja Sama
- Konsultan
";2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.02;Substantif;Kerja Sama Luar Negeri;2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.02.01;Substantif;"Kerja sama HAM Bilateral : 
- Pejajakan
- Fasilitasi
- Tim
- Dialog /FGD, konsultasi
- Rapat Koordinasi
- Workshop
- Bimbingan Teknis
- Perjanjian Kerja Sama
- Laporan Kunjungan
";2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.02.02;Substantif;"Kerja sama HAM Regional :
- Pejajakan
- Fasilitasi
- Tim
- Dialog /FGD, konsultasi
- Rapat Koordinasi
- Lokakarya
- Seminar
- Perjanjian Kerja Sama
- Simposium
";2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.02.03;Substantif;"Kerja sama HAM Organisasi Internasional : - Pejajakan
- Fasilitasi
- Dialog/Konsultasi
- Workshop
- Seminar
- Perjanjian Kerja Sama
";2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.02.04;Substantif;"Kerja sama HAM Badan-Badan Khusus Perserikatan Bangsa-Bangsa
- Pejajakan
- Fasilitasi
- Dialog/Konsultasi
- Workshop
- Seminar
- Perjanjian Kerja Sama
";2; Tahun setelah kerjasama berakhir;3;;Musnah;kecuali MoU Permanen
HA 02.03;Substantif;"Pemantauan, Evaluasi, dan Pelaporan di bidang Kerja Sama Hak Asasi Manusia : 
- Pelaporan Aksi HAM
- Pelaporan Rencana Aksi Nasional HAM (RANHAM)
 ";2; Tahun setelah kerjasama berakhir;3;;Permanen;
HA 03.01;Substantif;"Perencanaan Teknis dan Pengembangan Tenaga Diseminasi dan Penguatan Hak Asasi Manusia :
- Tenaga diseminasi dan penguatan hak asasi manusia
- Analisis kebutuhan bahan diseminasi dan penguatan HAM
- Penyusunan (Bahan, Koordinasi/Forum Group Discussion)
- Pengkajian draft
- Workshop
Evaluasi dan validasi
";;Sampai dengan diperbaharui;3;;Permanen;
HA 03.02;Substantif;"Diseminasi dan Penguatan HAM bagi Aparatur
- Koordinasi
- Bimbingan Teknis HAM
- Materi
- Narasumber
- Laporan hasil kegiatan Diseminasi dan Penguatan HAM
";2;;3;;Musnah;
HA 03.03;Substantif;"Diseminasi dan Penguatan HAM bagi Masyarakat
- Koordinasi
- Bimbingan Teknis HAM
- Materi
- Narasumber
- Laporan hasil kegiatan Diseminasi dan Penguatan HAM
";2;;3;;Musnah;
HA 03.04;Substantif;"Pemantauan, Evaluasi, dan Pelaporan di Bidang Diseminasi
dan Penguatan Hak Asasi Manusia
- Bahan Evaluasi
- Analisis Evaluasi
- Evaluasi dan Validasi
";2;;3;;Musnah;
HA 04.01;Substantif;"Analisis Peraturan Perundang-undangan Berperspektif Hak
Asasi Manusia
";;Sampai dengan usulan telaahan/rekome ndasi disetujui;3;;Permanen;
HA 04.01.01;Substantif;"Analisis /Telaahan
- Rapat Koordinasi
- Forum Group Discussion (FGD)
- Bimbingan Teknis
- Fasilitasi
";;Sampai dengan usulan telaahan/rekome ndasi disetujui;3;;Permanen;
HA 04.01.02;Substantif;Rekomendasi;;Sampai dengan usulan telaahan/rekome ndasi disetujui;3;;Permanen;
HA 04.02;Substantif;"Penyiapan  dan  Evaluasi  Instrumen  Hak  Asasi  Manusia/
Indikator Pembangunan Hak Asasi Manusia
(Rancangan Undang-Undang (RUU), Rancangan Peraturan Presiden/Instruksi Presiden dan Rancangan Peraturan Menteri)
Rapat Koordinasi
- Forum Group Discussion /FGD
- Finalisasi
- Sosialisasi
";;Sampai dengan diundangkan;3;;Permanen;
HA 04.03;Substantif;"Pemantauan dan Pelaporan Implementasi Instrumen
Hak Asasi Manusia.
Naskah-naskah dinas yang berkaitan dengan pelaporan analisis implementasi instrumen internasional HAM yang telah diterima Indonesia yang berasal dari Kovenan, Konvensi, dan Protokol Opsional
- Rapat Koordinasi
- Forum Group Discussion /FGD
- Finalisasi
";2;;3;;Musnah;
HA 05.01;Substantif;"Fasilitasi dan Informasi HAM Ekosob
Penyusunan profil Pembangunan HAM bidang Ekosob Pengumpul bahan
- Pendokumentasi bahan
- Pengolahan bahan
- Analisis
- Perumusan
";;;;;;
HA 05.02;Substantif;"Fasilitasi dan Informasi HAM Sipol Penyusunan profil Pembangunan HAM bidang Sipol Pengumpul bahan
- Pendokumentasi bahan
- Pengolahan bahan
- Analisis
- Perumusan
";;;;;;
HA 05.03;Substantif;"Pemantauan, evaluasi, dan pelaporan di bidang fasilitasi hak asasi  manusia,  informasi  hak  asasi  manusia,  serta  profil
Pembangunan Hak Asasi Manusia.
";;;;;;
HN 01.01;Substantif;"Dokumen Analisis dan Evaluasi Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- SK Kegiatan
- SK Tim
- SK Narasumber
- Surat Perintah
";2;;3;;Musnah ; Kecuali Berskala Nasional, Permanen
HN 01.02;Substantif;"Dokumen Pembangunan Hukum Nasional
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- SK Kegiatan
- SK Tim
- SK Narasumber
- Surat Perintah
";1;Tahun setelah diperbaharui;5;;Dinilai Kembali;
HN 01.03;Substantif;"Pedoman Analisis dan Evaluasi Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- SK Kegiatan
- SK Tim
- SK Narasumber
- Surat Perintah

";2;Tahun setelah diperbaharui;3;;Dinilai Kembali;
HN 01.04;Substantif;"Pemantauan Tindak Lanjut Rekomendasi Hasil Analisis dan
Evaluasi Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- SK Kegiatan
- SK Tim
- SK Narasumber
- Surat Perintah
";;;;;;
HN 01.05;Substantif;"Jurnal Analisis dan Evaluasi Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- SK Kegiatan
- SK Tim
- SK Mitra Bestari
- Surat Perintah
";2;;3;;Musnah;kecuali master permanen
HN 01.06;Substantif;"Penyusunan Pedoman Audit Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- SK Kegiatan
- SK Tim
- SK Narasumber
- Surat Perintah
";;;;;;
HN 02.01;Substantif;"Program Legislasi Nasional
Naskah Dinas yang dihasilkan :
- Surat Undangan Rapat
- Nota Dinas
- SK Narasumber
";2;;3;;Musnah;
HN 02.02;Substantif;"Program Legislasi Daerah : Naskah Dinas yang dihasilkan :
- Surat Undangan Rapat
- Nota Dinas
- SK Narasumber
";2;;3;;Musnah;
HN 02.03;Substantif;"Naskah Akademik Peraturan Perundang-undangan
Naskah Dinas yang dihasilkan :
- Surat Undangan Rapat
- Nota Dinas
- SK Tim Penyusunan
";2;;3;;Musnah;kecuali master permanen
HN 02.04;Substantif;"Penyelarasan Naskah Akademik
Naskah Dinas yang dihasilkan :
- Surat Undangan Rapat
- Nota Dinas
- SK Tim Penyelarasan
- Surat Keterangan
";2;;3;;3 Tahun;
HN 03.01;Substantif;"Inventarisasi Peraturan Perundang-undangan dan Bahan
Hukum Lainnya Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
";;Sampai dengan diperbaharui;1;;Dinilai Kembali;
HN 03.02;Substantif;"Pengolahan Peraturan Perundang-undangan
- Katalogisasi Peraturan Perundang-undangan
- Abstraksi Peraturan Perundang-undangan
- Katalogisasi Monografi Hukum
- Klasifikasi Monografi Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
";1;Tahun setelah diperbaharui;1;;Dinilai Kembali;
HN 03.03;Substantif;"Pengolahan Peraturan Perundang-undangan dan Bahan
Hukum Lainnya Bentuk Offline dan Online
- Bahan Perundang-undangan (Row Data)
- Hasil Entry Data
- Back Up
- Database
Naskah Dinas yang dihasilkan :
- Surat Undangan Rapat
- Nota Dinas

";1;Tahun setelah diperbaharui;2;;Dinilai Kembali;
HN 03.04;Substantif;"Sosialisasi/Penyebarluasan Peraturan Perundang-undangan
dan Bahan Hukum Lainnya
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- Konsinyering
- SK Kegiatan
- Surat Perintah
";2;;1;;Musnah;
HN 03.05;Substantif;"Evaluasi dan Pemantauan Pengelola Jaringan Dokumentasi
dan Informasi Hukum
Naskah Dinas yang dihasilkan :
- Surat Undangan Rapat
- Nota Dinas
- Surat Perintah/Penugasan
";2;;1;;Musnah;
HN 03.06;Substantif;"Publikasi Hasil Kegiatan Badan Pembinaan Hukum Nasional
Naskah Dinas yang dihasilkan :
- Surat Undangan Rapat
- Nota Dinas
- SK Tim
";3;;2;;Dinilai Kembali;
HN 03.07;Substantif;"Bimbingan Teknis Pusat Dokumentasi dan Jaringan
Informasi Hukum Nasional
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- SK Kegiatan
- SK Narasumber
- Surat Perintah
";2;;1;;Musnah;
HN 03.08;Substantif;"Pertemuan Nasional Pengelola Jaringan Dokumentasi dan Informasi Hukum
Naskah Dinas yang dihasilkan: - Surat Undangan Rapat
- Nota Dinas
- SK Kegiatan
- SK Narasumber
- Surat Perintah

";2;;1;;Musnah;
HN 04.01;Substantif;"Penyusunan Kebijakan Teknis Pembentukan Tenaga
Fungsional Penyuluh Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- Konsinyering
- Surat Perintah
- SK Kegiatan
- SK Narasumber
";3;;2;;Musnah;kecuali master permanen
HN 04.02;Substantif;"Penyuluhan Hukum Melalui Media Elektronik dan Cetak
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- Surat Perintah
- SK Kegiatan
";3;;2;;Musnah;
HN 04.03;Substantif;"Konsultasi dan Bantuan Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- Konsinyering
- Surat Perintah
- SK Kegiatan
- SK Narasumber
";3;;2;;Dinilai Kembali;
HN 04.04;Substantif;"Pengelolaan dan Pengembangan Keluarga Sadar Hukum
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- Konsinyering
- Surat Perintah
- SK Kegiatan
- SK Narasumber

";2;;3;;Musnah;
HN 04.05;Substantif;"Forum Koordinasi Pelaksanaan Penyuluhan Hukum Seluruh
Indonesia
Naskah Dinas yang dihasilkan:
- Surat Undangan Rapat
- Nota Dinas
- Surat Perintah
- Konsinyering
- SK Kegiatan
";1;;2;;Musnah;
SM 01.01;Substantif;"Perencanaan Program Diklat
- Agenda Rapat Perencanaan Program Pelatihan Kepemimpinan
- Undangan Rapat Koordinasi Pelatihan Kepemimpinan
- Permohonan Izin dan Fasilitator/Penceramah Pelatihan Kepemimpinan
- Penyampaian Notula Rapat Koordinasi Pelatihan
Kepemimpinan
";;;;;;
SM 01.02;Substantif;"Kurikulum, Metode Standar/Mutu dan Pedoman Diklat
- Undangan Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Pelatihan Kepemimpinan
- Penyampaian Notula Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Pelatihan Kepemimpinan
- Undangan Rapat Koordinasi Penyusunan Modul Pelatihan Kepemimpinan
- Rapat Koordinasi Optimalisasi Kegiatan Penyusunan Modul Pelatihan Kepemimpinan
- Penyusunan Modul Pelatihan Kepemimpinan
- Telaahan Pelatihan Kepemimpinan
";;;;;;
SM 01.03;Substantif;"Penyelenggaraan : - Pemberitahuan Penyelenggaraan Pelatihan Kepemimpinan
- Surat Permintaan Peserta Pelatihan Kepemimpinan ke Sekretariat Jenderal Kementerian Hukum dan HAM
- SK Penetapan Peserta Pelatihan Kepemimpinan
- Pemanggilan Peserta Pelatihan Kepemimpinan
- Permohonan Pembukaan dan Penceramah Pelatihan Kepemimpinan
- Undangan Pembukaan Pelatihan Kepemimpinan
- Permohonan Tenaga Pengajar Pelatihan Kepemimpinan
- Permohonan Narasumber Pelatihan Kepemimpinan
- Permohonan Ijin Kunjungan Lapangan Pelatihan Kepemimpinan
- Permintaan Kode Registrasi Alumni (KRA) Pelatihan Kepemimpinan
- Permintaan Nomor Surat Tanda Tamat Pelatihan (STTP) Pelatihan Kepemimpinan
- Permohonan Penutupan Pelatihan Kepemimpinan
- Undangan Penutupan Pelatihan Kepemimpinan
- Permintaan Nomor dan Tanda Tangan Piagam Penghargaan Pelatihan Kepemimpinan
- Permohonan  Pengiriman  Surat  Tanda  Tamat  Pelatihan
(STTP) Pelatihan Kepemimpinan
";;;;;;
SM 01.04;Substantif;"Evaluasi :
- Pedoman Coach dan Mentor Pelatihan Kepemimpinan
- Permohonan sebagai Mentor Peserta Pelatihan Kepemimpinan
- Permohonan sebagai Penguji Seminar Aksi Perubahan Kinerja Organisasi Pelatihan Kepemimpinan
- Permohonan sebagai Coach Seminar aksi Perubahan Kinerja Organisasi Pelatihan Kepemimpinan
- Undangan Rapat Simulasi Persiapan Seminar Aksi Perubahan Pelatihan Kepemimpinan
- Undangan Penyamaan Persepsi Penguji, Coach dan Mentor
Seminar Aksi Perubahan Pelatihan Kepemimpinan
- Undangan Rapat Persiapan Seminar Rancangan Aksi Perubahan Pelatihan Kepemimpinan
- Undangan Seminar Rancangan Aksi Perubahan Pelatihan Kepemimpinan
- Undangan Rapat Persiapan Seminar Implementasi Aksi Perubahan Pelatihan Kepemimpinan
- Undangan Seminar Implementasi Aksi Perubahan Pelatihan Kepemimpinan
- Undangan Rapat Evaluasi Pelatihan Kepemimpinan
- Laporan Pelaksanaan Pelatihan Kepemimpinan

";;;;;;
SM 02.01;Substantif;"Perencanaan Program Diklat
- Agenda Rapat Perencanaan Program Pelatihan Teknis
- Undangan Rapat Koordinasi Pelatihan Teknis
- Permintaan Data Peserta Pelatihan Teknis
- Permohonan Izin dan Fasilitator/Penceramah Pelatihan Teknis
- Penyampaian Notula Rapat Koordinasi Pelatihan Teknis
";2;;3;;Musnah;
SM 02.02;Substantif;"Kurikulum, Metode Standar/Mutu dan Pedoman Diklat
- Undangan Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Pelatihan Teknis
- Penyampaian Notula Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Pelatihan Teknis
- Undangan Rapat Koordinasi Penyusunan Modul Pelatihan Teknis
- Rapat Koordinasi Optimalisasi Kegiatan Penyusunan Modul Pelatihan Teknis
- Penyusunan Modul Pelatihan Teknis
- Telaahan Pelatihan Teknis
";;Selama menjadi pedoman;4;;Permanen;
SM 02.03;Substantif;"Penyelenggaraan
- Pemberitahuan Penyelenggaraan Pelatihan Teknis
- Surat Permintaan Peserta Pelatihan Teknis ke Sekretariat Jenderal Kementerian Hukum dan HAM
- SK Penetapan Peserta Pelatihan Teknis
- Pemanggilan Peserta Pelatihan Teknis
- Permohonan Pembukaan dan Penceramah Pelatihan Teknis
- Undangan Pembukaan Pelatihan Teknis
- Permohonan Tenaga Pengajar Pelatihan Teknis
- Permohonan Ijin Kunjungan Lapangan Pelatihan Teknis
- Permintaan Kode Registrasi Alumni (KRA) Pelatihan Teknis
- Permintaan Nomor Surat Tanda Tamat Pelatihan (STTP) Pelatihan Teknis
- Permohonan Penutupan Pelatihan Teknis
- Undangan Penutupan Pelatihan Teknis
- Permohonan Pengiriman Surat Tanda Tamat Pelatihan (STTP) Pelatihan Teknis

";2;;3;;Musnah;
SM 02.04;Substantif;"Evaluasi
- Pedoman Coach dan Mentor Pelatihan Teknis
- Permohonan sebagai Mentor Peserta Pelatihan Teknis
- Permohonan sebagai Penguji Seminar Aksi Perubahan Kinerja Organisasi Pelatihan Teknis
- Permohonan sebagai Coach Seminar aksi Perubahan Kinerja Organisasi Pelatihan Teknis
- Undangan Rapat Simulasi Persiapan Seminar Aksi Perubahan Pelatihan Teknis
- Undangan Penyamaan Persepsi Penguji, Coach dan Mentor Seminar Aksi Perubahan Pelatihan Teknis
- Undangan Rapat Persiapan Seminar Rancangan Proyek Perubahan Pelatihan Teknis
- Undangan Seminar Rancangan Proyek Perubahan Pelatihan Teknis
- Undangan Rapat Evaluasi Pelatihan Teknis
- Laporan Pelaksanaan Pelatihan Teknis
";2;;3;;Musnah;
SM 03.01;Substantif;"Perencanaan Program Diklat
- Agenda Rapat Perencanaan Program Pelatihan Fungsional
dan HAM
- Undangan Rapat Koordinasi Pelatihan Fungsional dan HAM
- Permintaan Data Peserta Pelatihan Fungsional dan HAM
- Permohonan Izin dan Fasilitator/Penceramah Pelatihan Fungsional dan HAM
- Penyampaian Notula Rapat Koordinasi Pelatihan
Fungsional dan HAM
";2;;3;;Musnah;
SM 03.02;Substantif;"Kurikulum, Metode Standar/Mutu dan Pedoman Diklat
- Undangan Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Pelatihan Fungsional dan HAM
- Penyampaian Notula Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Pelatihan Fungsional dan HAM
- Undangan Rapat Koordinasi Penyusunan Modul Pelatihan Fungsional dan HAM
- Rapat Koordinasi Optimalisasi Kegiatan Penyusunan Modul Pelatihan Fungsional dan HAM
- Penyusunan Modul Pelatihan Fungsional dan HAM
- Telaahan Pelatihan Fungsional dan HAM
";;Selama menjadi pedoman;4;;Musnah;
SM 03.03;Substantif;"Penyelenggaraan
- Pemberitahuan Penyelenggaraan Pelatihan Fungsional dan HAM
- Surat Keputusan Peserta Pelatihan
- Surat Keputusan Permohonan Tenaga Pengajar
- Permohonan Tenaga Pengajar Pelatihan Fungsional dan HAM
- Pemanggilan Peserta Pelatihan Fungsional dan HAM
- Registrasi Peserta Pelatihan
- Permohonan Pembukaan dan Penceramah Pelatihan Fungsional dan HAM
- Undangan Pembukaan Pelatihan Fungsional dan HAM
- Permohonan Ijin Kunjungan Lapangan Pelatihan Fungsional dan HAM
- Permintaan Kode Registrasi Alumni (KRA) Pelatihan
Fungsional dan HAM
- Permintaan Nomor Surat Tanda Tamat Pelatihan (STTP) Pelatihan Fungsional dan HAM
- Permohonan Penutupan Pelatihan Fungsional dan HAM
- Undangan Penutupan Pelatihan Fungsional dan HAM
- Permohonan Pengiriman Surat Tanda Tamat Pelatihan (STTP) Pelatihan Fungsional dan HAM

";2;;3;;Musnah;
SM 03.04;Substantif;"Evaluasi
- Permohonan sebagai Penguji Seminar Aksi Perubahan Kinerja Organisasi Pelatihan Fungsional dan HAM
- Undangan Rapat Evaluasi Pelatihan Fungsional dan HAM
- Laporan Pelaksanaan Pelatihan Fungsional dan HAM
- Pedoman Magang Pelatihan Fungsional Perancang Peraturan Perundang undangan
- Undangan Rapat Persiapan Magang Pelatihan Fungsional Perancang Peraturan Perundang undangan
- Permohonan Pembimbing Magang Pelatihan Fungsional Perancang Peraturan Perundang undangan
- Permohonan Narasumber Pelatihan Fungsional Perancang Peraturan Perundang undangan
- Permohonan Penguji Seminar pada Pelatihan Fungsional Penyuluh Hukum
- Permohonan Penguji Seminar Hasil Penelitian Kemasyarakatan pada Pelatihan Fungsional Pembimbing Kemasyarakatan
- Pelaksanaan Evaluasi Pasca Pelatihan
- Laporan Tahunan Kegiatan Pusbang Diklat Fungham
- LAKIP Pusbang Diklat Fungham
";2;;3;;Dinilai Kembali;
SM 04.01;Substantif;"Fasilitatif
- Bimbingan Teknis/Fokus Grup Diskusi (FGD)/Workshop Program dan Kerjasama
- Bimbingan Teknis/Fokus Grup Diskusi (FGD)/Workshop Kepegawaian
- Bimbingan Teknis/Fokus Grup Diskusi (FGD)/Workshop
Keuangan
- Bimbingan Teknis/Fokus Grup Diskusi (FGD)/Workshop BMN, Humas dan Umum

";2;;3;;Musnah;
SM 04.02;Substantif;"Substantif
- Penyusunan Kurikulum dan Modul Pengembangan Pelatihan Fungsional dan HAM
- Penyusunan Kurikulum dan Modul Pelatihan Kepemimpinan
- Penyusunan Kurikulum dan Modul Pelatihan Teknis
- Penyusunan Pedoman dan/atau Instrumen Evaluasi
- Penyusunan Standar Sistematika Laporan Pelatihan
- Penyusunan Pedoman Sistematika Laporan Aktualisasi Latsar CPNS, Laporan Aksi Perubahan PKP, Laporan Aksi Perubahan PKA, Laporan Proyek Perubahan PKN dan Laporan Rencana Tindak Lanjut SPPA
- Penyusunan Standar Penilaian Kompetensi
";2;;3;;Musnah;
SM 05.01;Substantif;Seminar;2;;3;;Musnah;
SM 05.02;Substantif;Lokakarya;2;;3;;Musnah;
SM 05.03;Substantif;Diskusi;2;;3;;Musnah;
SM 05.04;Substantif;Simposium;2;;3;;Musnah;
SM 05.05;Substantif;Temu Karya;2;;3;;Musnah;
SM 05.06;Substantif;Bedah Buku;2;;3;;Musnah;
SM 06.01;Substantif;"Penyusunan Program
- Permohonan Persetujuan Usulan Standar Operasional Prosedur Penilaian Kompetensi
- Usulan Indikator dan Target Kinerja Penilaian Kompetensi
- Undangan Rapat Rencana Pelaksanaan Kegiatan dan Target Kinerja Tahun Anggaran Berjalan
- Permohonan Usulan Kegiatan Tahun Depan
- Penyusunan Perencanaan Anggaran
- Peningkatan Kapasitas Asessor dalam pemberian feedback
- Penulisan Laporan Individu Assesment Center
";2;;3;;Musnah;
SM 06.02;Substantif;"Standarisasi Kompetensi
- Undangan Rapat Koordinasi Kegiatan Peningkatan Kapasitas Manajemen Penilaian Kompetensi
- Undangan Rapat Pembahasan Soal Kegiatan Penilaian Kompetensi
- Undangan Rapat Koordinasi Instrumen Situasional Judgement Test
- Matrik Metode dan Alat Ukur Penilaian Kompetensi
- Permohonan Penginputan Data Peserta Dalam Sistem CBT
- Penyusunan Instrumen Test Potensi
";2;;3;;Musnah;
SM 06.03;Substantif;"Penilaian Kompetensi
- Undangan Rapat Koordinasi Persiapan Kegiatan Penilaian Kompetensi
- Pemanggilan Peserta Kegiatan Penilaian Kompetensi
- Undangan Pembukaan Kegiatan Penilaian Kompetensi
- Undangan Penilaian Pelatihan Petugas Aplikasi Situational Judgement Test (JST)
- Jadwal Pelaksanaan Penilaian Kompetensi
- Panduan Wawancara Penguji Teknis Uji Kompetensi
- Permohonan sebagai Penguji Teknis Kegiatan Penilaian Kompetensi
- Permohonan sebagai Narasumber Kegiatan Penilaian Kompetensi
- Permohonan Tenaga Bantuan Giat Kegiatan Penilaian Kompetensi
- Permohonan Tenaga Assessor
- Permohoan Bantuan Teknis
- Penunjukan Kegiatan
- Permohonan Nomor Sertifikat
- Undangan Rapat Uji Kompetensi Kegiatan Penilaian Kompetensi
- Penyampaian Hasil Uji Kompetensi Kenaikan Jenjang
Jabatan
";2;;3;;Musnah;
